NO,AIRLINES,TIME,PRICE
1,LION AIR,06.40 - 08.10,Rp 476.700
2,LION AIR,09.40 - 11.10,Rp 476.700
3,LION AIR,12.10 - 13.40,Rp 476.700
4,LION AIR,15.40 - 17.10,Rp 476.700
5,LION AIR,20.40 - 22.10,Rp 476.700
6,BATIK AIR,07.25 - 08.50,Rp 1.054.200
7,BATIK AIR,11.50 - 13.20,Rp 1.054.200
8,BATIK AIR,15.35 - 17.05,Rp 1.054.200
9,BATIK AIR,20.00 - 21.30,Rp 1.054.200
10,GARUDA,18.00 - 19.25,Rp 1.378.700
