NO,AIRLINES,TIME,PRICE
1,CITILINK,13.40 - 16.40,1193500
2,CITILINK,09.00 - 11.45,1218800
3,CITILINK,16.40 - 19.40,1243900
4,CITILINK,07.45 - 10.40,1269200
5,CITILINK,11.40 - 14.40,1293400
6,GARUDA,11.30 - 14.35,1709100
7,GARUDA,14.30 - 17.20,1709100
8,GARUDA,16.30 - 19.30,1709100
9,GARUDA,17.15 - 20.10,1709100
10,GARUDA,21.35 - 00.40,1709100
