NO,AIRLINES,TIME,PRICE
1,CITILINK,08.00 - 08.45,834300
2,CITILINK,20.30 - 13.55,1042200
3,CITILINK,20.30 - 16.30,1042200
4,CITILINK,20.40 - 13.55,1042200
5,CITILINK,20.40 - 16.30,1042200
6,CITILINK,19.00 - 13.55,1093900
7,GARUDA,14.50 - 15.30,1329300
8,GARUDA,12.00 - 17.35,2616900
9,GARUDA,20.15 - 06.40,2616900
10,GARUDA,21.15 - 06.40,2616900
