NO,AIRLINES,TIME,PRICE
1,GARUDA,10.00 - 11.25,Rp 1.057.700
2,GARUDA,14.00 - 15.25,Rp 1.057.700
3,GARUDA,14.00 - 15.25,Rp 1.057.700
4,LION AIR,07.00 - 08.30,Rp 736.500
5,LION AIR,10.00 - 11.30,Rp 736.500
6,LION AIR,14.10 - 15.40,Rp 736.500
7,LION AIR,15.10 - 16.40,Rp 736.500
8,BATIK AIR,05.55 - 07.20,Rp 905.900
9,BATIK AIR,09.00 - 10.25,Rp 905.900
10,BATIK AIR,13.00 - 14.25,Rp 905.900
