NO,AIRLINES,TIME,PRICE
1,CITILINK,04.30 - 06.00,Rp 486.700
2,CITILINK,20.40 - 21.40,Rp 1.258.900
3,CITILINK,12.15 - 13.10,Rp 1.268.800
4,CITILINK,16.45 - 17.50,Rp 1.284.200
5,CITILINK,10.15 - 15.10,Rp 1.293.000
6,CITILINK,12.15 - 15.10,Rp 1.293.000
7,CITILINK,20.30 - 21.25,Rp 1.308.400
8,GARUDA,16.40 - 15.35,Rp 1.679.100
9,GARUDA,17.20 - 18.20,Rp 1.679.100
10,GARUDA,20.15 - 21.20,Rp 1.679.100
